Timestamp,Open,High,Low,Close,Volume,Kline_Close_Time,Quote_Asset_Volume,Number_of_Trades,Taker_Buy_Base_Asset_Volume,Taker_Buy_Quote_Asset_Volume
2023-01-20 00:00:00,21065.84000000,21079.00000000,21015.81000000,21062.47000000,3592.52304000,2023-01-20 00:29:59.999000,75612208.80209800,94293,1702.56641000,35834224.27793410
2023-01-20 00:30:00,21062.44000000,21125.43000000,21044.38000000,21071.59000000,3732.10167000,2023-01-20 00:59:59.999000,78662659.01626580,101471,1889.54469000,39828832.43940890
2023-01-20 01:00:00,21071.59000000,21113.32000000,21032.72000000,21102.38000000,5085.63426000,2023-01-20 01:29:59.999000,107149950.08201240,137122,2554.55113000,53824493.77153120
2023-01-20 01:30:00,21103.22000000,21121.42000000,21028.95000000,21054.74000000,4309.33199000,2023-01-20 01:59:59.999000,90777478.83610040,119472,2112.11090000,44493359.36443690
2023-01-20 02:00:00,21054.02000000,21151.67000000,21013.96000000,21132.94000000,5052.82486000,2023-01-20 02:29:59.999000,106485571.59138970,120061,2596.00402000,54713149.89735140
2023-01-20 02:30:00,21132.93000000,21136.11000000,21090.00000000,21117.28000000,4271.86570000,2023-01-20 02:59:59.999000,90178158.53611660,101796,2002.13582000,42265871.32617590
2023-01-20 03:00:00,21116.44000000,21182.45000000,21096.96000000,21169.88000000,5397.18916000,2023-01-20 03:29:59.999000,114093505.72913880,128122,2781.28649000,58797205.25696830
2023-01-20 03:30:00,21169.88000000,21219.60000000,21078.55000000,21079.66000000,6149.94441000,2023-01-20 03:59:59.999000,129959730.32887390,128701,3021.83798000,63865207.17144850
2023-01-20 04:00:00,21079.66000000,21113.21000000,21058.02000000,21096.44000000,3651.49133000,2023-01-20 04:29:59.999000,77010323.64108260,95450,1888.77320000,39836066.31302960
2023-01-20 04:30:00,21096.02000000,21113.61000000,21073.45000000,21087.74000000,3223.04876000,2023-01-20 04:59:59.999000,67984593.41638520,91924,1666.39472000,35149998.76748980
2023-01-20 05:00:00,21087.74000000,21127.22000000,21080.51000000,21123.72000000,2884.14480000,2023-01-20 05:29:59.999000,60858807.27434000,84377,1471.87496000,31058592.48495570
2023-01-20 05:30:00,21123.72000000,21127.33000000,20972.24000000,20991.01000000,7030.57917000,2023-01-20 05:59:59.999000,147918193.38088880,154284,3354.73845000,70583791.24001900
2023-01-20 06:00:00,20991.01000000,21037.78000000,20953.23000000,20981.81000000,5907.46686000,2023-01-20 06:29:59.999000,124044185.84469080,131930,2935.18562000,61633857.74697240
2023-01-20 06:30:00,20982.11000000,21009.05000000,20954.00000000,20982.27000000,4204.39087000,2023-01-20 06:59:59.999000,88209461.87282230,101974,2077.01411000,43577677.21011900
2023-01-20 07:00:00,20983.09000000,20996.74000000,20926.14000000,20982.30000000,5116.62285000,2023-01-20 07:29:59.999000,107265499.55384740,121859,2464.92804000,51676560.26608370
2023-01-20 07:30:00,20982.30000000,20999.80000000,20933.91000000,20943.73000000,3692.99978000,2023-01-20 07:59:59.999000,77443916.89514740,98799,1771.21043000,37143929.63246800
2023-01-20 08:00:00,20943.73000000,20977.41000000,20861.28000000,20975.21000000,5719.88411000,2023-01-20 08:29:59.999000,119719006.19629950,137510,2900.16814000,60703323.67822250
2023-01-20 08:30:00,20975.21000000,20987.00000000,20947.66000000,20959.44000000,3919.34181000,2023-01-20 08:59:59.999000,82190524.85186690,106377,1974.81068000,41413224.18627150
2023-01-20 09:00:00,20958.43000000,20976.35000000,20911.25000000,20930.92000000,4413.53925000,2023-01-20 09:29:59.999000,92461313.16678850,112570,2113.88293000,44286341.59815000
2023-01-20 09:30:00,20930.23000000,20954.69000000,20898.79000000,20946.15000000,4428.32048000,2023-01-20 09:59:59.999000,92698920.89802430,113496,2382.21168000,49867767.32765120
2023-01-20 10:00:00,20946.98000000,20949.00000000,20905.22000000,20942.42000000,3520.15592000,2023-01-20 10:29:59.999000,73681348.08425590,100967,1711.46933000,35824369.01255420
2023-01-20 10:30:00,20942.42000000,20993.99000000,20939.76000000,20959.17000000,4792.91429000,2023-01-20 10:59:59.999000,100494549.18012370,119233,2403.77275000,50401571.37763100
2023-01-20 11:00:00,20959.76000000,20969.80000000,20915.45000000,20921.20000000,4783.51380000,2023-01-20 11:29:59.999000,100161626.81727290,111454,2234.32533000,46784640.69173430
2023-01-20 11:30:00,20920.79000000,20970.30000000,20915.41000000,20962.16000000,3721.38296000,2023-01-20 11:59:59.999000,77949775.38587390,101826,1949.51054000,40835480.29160270
2023-01-20 12:00:00,20962.68000000,20984.00000000,20935.17000000,20955.23000000,3862.48166000,2023-01-20 12:29:59.999000,80967424.63393430,103768,1867.19884000,39142082.38557660
2023-01-20 12:30:00,20955.71000000,20984.87000000,20950.01000000,20963.51000000,3770.55459000,2023-01-20 12:59:59.999000,79059497.22561400,101906,1872.50366000,39262654.63250140
2023-01-20 13:00:00,20963.34000000,21051.00000000,20955.53000000,21048.73000000,5767.85703000,2023-01-20 13:29:59.999000,121111285.98446670,128928,2952.07048000,61988159.54834730
2023-01-20 13:30:00,21049.53000000,21127.28000000,21036.79000000,21089.54000000,8068.04358000,2023-01-20 13:59:59.999000,170112940.80833040,167893,3979.87004000,83916822.75103040
2023-01-20 14:00:00,21088.82000000,21147.00000000,21063.65000000,21067.01000000,7029.76498000,2023-01-20 14:29:59.999000,148353120.26033980,152965,3494.41319000,73748129.91660530
2023-01-20 14:30:00,21067.01000000,21110.99000000,21041.41000000,21058.68000000,5962.05013000,2023-01-20 14:59:59.999000,125634325.53355660,141685,2903.85544000,61193617.82891720
2023-01-20 15:00:00,21059.71000000,21100.00000000,21050.00000000,21080.62000000,5205.13328000,2023-01-20 15:29:59.999000,109704042.91813920,123803,2510.14547000,52905958.85511490
2023-01-20 15:30:00,21080.62000000,21168.69000000,21013.73000000,21153.97000000,13609.31028000,2023-01-20 15:59:59.999000,287181739.15532110,247090,6936.54174000,146383237.36571640
2023-01-20 16:00:00,21153.00000000,21247.55000000,21128.32000000,21168.53000000,11439.10987000,2023-01-20 16:29:59.999000,242232464.52980260,225675,5640.34625000,119449954.03421660
2023-01-20 16:30:00,21168.53000000,21178.48000000,21105.99000000,21144.77000000,6637.30394000,2023-01-20 16:59:59.999000,140304057.93417760,157186,3199.89543000,67643684.01319620
2023-01-20 17:00:00,21145.05000000,21226.32000000,21140.99000000,21219.32000000,5943.55759000,2023-01-20 17:29:59.999000,125890983.79377960,145469,3027.13369000,64120281.53575270
2023-01-20 17:30:00,21218.12000000,21415.64000000,21214.07000000,21313.29000000,14653.94059000,2023-01-20 17:59:59.999000,312215337.29743710,273184,7801.19189000,166223834.09442540
2023-01-20 18:00:00,21313.29000000,21410.00000000,21312.04000000,21324.92000000,7791.59907000,2023-01-20 18:29:59.999000,166501753.00195550,169353,3823.66178000,81710523.50524790
2023-01-20 18:30:00,21323.42000000,21387.05000000,21279.90000000,21353.61000000,7800.16913000,2023-01-20 18:59:59.999000,166472528.47706100,156736,3766.07233000,80378207.51501870
2023-01-20 19:00:00,21353.62000000,21437.30000000,21290.57000000,21323.25000000,10621.06651000,2023-01-20 19:29:59.999000,226858253.59627640,187122,5339.45237000,114060271.89261790
2023-01-20 19:30:00,21323.25000000,21405.18000000,21306.60000000,21384.49000000,6276.35681000,2023-01-20 19:59:59.999000,134127818.72766390,134911,3050.96645000,65202770.04853090
2023-01-20 20:00:00,21385.52000000,21428.64000000,21356.70000000,21385.93000000,5071.52625000,2023-01-20 20:29:59.999000,108460856.48524880,119198,2508.30150000,53644796.23135360
2023-01-20 20:30:00,21385.13000000,21529.00000000,21363.20000000,21496.67000000,10603.78763000,2023-01-20 20:59:59.999000,227287902.96059670,205036,5462.03188000,117093919.47356300
2023-01-20 21:00:00,21496.67000000,21997.99000000,21495.75000000,21874.31000000,16600.64727000,2023-01-20 21:29:59.999000,361704701.52374340,327384,8808.38423000,191872569.30481060
2023-01-20 21:30:00,21874.32000000,22385.41000000,21837.61000000,22288.37000000,21649.93417000,2023-01-20 21:59:59.999000,479101278.34297140,369547,11424.16857000,252810360.14069120
2023-01-20 22:00:00,22288.91000000,22448.00000000,22207.78000000,22285.87000000,13532.21733000,2023-01-20 22:29:59.999000,301733617.46790040,273180,6799.62096000,151622396.72214060
2023-01-20 22:30:00,22285.87000000,22361.50000000,22261.47000000,22315.41000000,7052.48609000,2023-01-20 22:59:59.999000,157344080.63175610,161543,3695.07127000,82442601.49570770
2023-01-20 23:00:00,22316.49000000,22729.99000000,22313.66000000,22568.83000000,14268.82450000,2023-01-20 23:29:59.999000,321193322.64319540,275929,7413.85898000,166881220.08363870
2023-01-20 23:30:00,22568.06000000,22697.84000000,22517.40000000,22595.08000000,7909.80980000,2023-01-20 23:59:59.999000,178846193.93115780,185141,3751.60568000,84834931.82965170
2023-01-21 00:00:00,22593.98000000,22755.93000000,22537.80000000,22650.41000000,9416.22061000,2023-01-21 00:29:59.999000,213275425.17595910,184744,4662.56839000,105619422.92605490
