Timestamp,Open,High,Low,Close,Volume,Kline_Close_Time,Quote_Asset_Volume,Number_of_Trades,Taker_Buy_Base_Asset_Volume,Taker_Buy_Quote_Asset_Volume
2023-06-16 00:00:00,0.06155000,0.06165000,0.06155000,0.06164000,3997442.00000000,2023-06-16 00:29:59.999000,246274.37434000,607,2153165.00000000,132651.42332000
2023-06-16 00:30:00,0.06164000,0.06167000,0.06154000,0.06156000,2972202.00000000,2023-06-16 00:59:59.999000,183112.05867000,493,1662954.00000000,102451.10695000
2023-06-16 01:00:00,0.06156000,0.06162000,0.06146000,0.06152000,5904784.00000000,2023-06-16 01:29:59.999000,363278.37956000,604,2012324.00000000,123813.40327000
2023-06-16 01:30:00,0.06152000,0.06156000,0.06149000,0.06153000,3630562.00000000,2023-06-16 01:59:59.999000,223370.23205000,435,1052360.00000000,64749.15648000
2023-06-16 02:00:00,0.06154000,0.06155000,0.06114000,0.06133000,7756270.00000000,2023-06-16 02:29:59.999000,475822.41301000,1234,3482247.00000000,213634.52624000
2023-06-16 02:30:00,0.06132000,0.06163000,0.06131000,0.06152000,10101958.00000000,2023-06-16 02:59:59.999000,621187.20698000,1232,5029100.00000000,309158.75256000
2023-06-16 03:00:00,0.06151000,0.06171000,0.06143000,0.06169000,6053173.00000000,2023-06-16 03:29:59.999000,372743.64954000,1017,3516743.00000000,216583.06473000
2023-06-16 03:30:00,0.06169000,0.06184000,0.06164000,0.06183000,6341561.00000000,2023-06-16 03:59:59.999000,391570.09796000,1033,4035553.00000000,249206.36680000
2023-06-16 04:00:00,0.06183000,0.06183000,0.06162000,0.06170000,4812552.00000000,2023-06-16 04:29:59.999000,296946.12280000,678,1959528.00000000,120890.15050000
2023-06-16 04:30:00,0.06170000,0.06170000,0.06152000,0.06162000,6451388.00000000,2023-06-16 04:59:59.999000,397558.66783000,726,2349630.00000000,144783.50194000
2023-06-16 05:00:00,0.06163000,0.06180000,0.06162000,0.06169000,5505516.00000000,2023-06-16 05:29:59.999000,339716.97210000,713,3408614.00000000,210344.38980000
2023-06-16 05:30:00,0.06169000,0.06180000,0.06168000,0.06176000,3734567.00000000,2023-06-16 05:59:59.999000,230594.21579000,496,1765945.00000000,109040.40621000
2023-06-16 06:00:00,0.06175000,0.06193000,0.06175000,0.06179000,7188233.00000000,2023-06-16 06:29:59.999000,444542.47901000,1105,3744171.00000000,231537.81679000
2023-06-16 06:30:00,0.06178000,0.06180000,0.06168000,0.06169000,4617751.00000000,2023-06-16 06:59:59.999000,285038.70460000,569,1927776.00000000,119003.09345000
2023-06-16 07:00:00,0.06171000,0.06214000,0.06168000,0.06184000,14002346.00000000,2023-06-16 07:29:59.999000,866972.03559000,1693,8053071.00000000,498697.81016000
2023-06-16 07:30:00,0.06184000,0.06197000,0.06168000,0.06192000,5850944.00000000,2023-06-16 07:59:59.999000,361557.67989000,830,2398033.00000000,148239.05224000
2023-06-16 08:00:00,0.06191000,0.06200000,0.06189000,0.06196000,3856811.00000000,2023-06-16 08:29:59.999000,238875.16415000,725,2336337.00000000,144704.87763000
2023-06-16 08:30:00,0.06196000,0.06200000,0.06184000,0.06189000,5571541.00000000,2023-06-16 08:59:59.999000,345065.70465000,699,1811026.00000000,112147.07212000
2023-06-16 09:00:00,0.06188000,0.06189000,0.06171000,0.06177000,6874301.00000000,2023-06-16 09:29:59.999000,424779.37890000,923,3642035.00000000,225061.19720000
2023-06-16 09:30:00,0.06177000,0.06179000,0.06166000,0.06169000,3595757.00000000,2023-06-16 09:59:59.999000,221964.74500000,666,1503321.00000000,92796.29810000
2023-06-16 10:00:00,0.06168000,0.06193000,0.06167000,0.06190000,5735818.00000000,2023-06-16 10:29:59.999000,354548.32168000,811,3631404.00000000,224446.28927000
2023-06-16 10:30:00,0.06191000,0.06198000,0.06173000,0.06175000,8561803.00000000,2023-06-16 10:59:59.999000,529507.03456000,1132,4798773.00000000,296854.48122000
2023-06-16 11:00:00,0.06175000,0.06191000,0.06167000,0.06177000,8743723.00000000,2023-06-16 11:29:59.999000,540393.96184000,1113,4442966.00000000,274570.02252000
2023-06-16 11:30:00,0.06177000,0.06187000,0.06171000,0.06174000,6091794.00000000,2023-06-16 11:59:59.999000,376381.15974000,848,3014087.00000000,186222.90060000
2023-06-16 12:00:00,0.06175000,0.06182000,0.06158000,0.06181000,8789781.00000000,2023-06-16 12:29:59.999000,542541.20947000,1244,5189617.00000000,320368.27863000
2023-06-16 12:30:00,0.06181000,0.06183000,0.06162000,0.06166000,8813752.00000000,2023-06-16 12:59:59.999000,543988.90632000,1033,3634383.00000000,224328.39318000
2023-06-16 13:00:00,0.06166000,0.06169000,0.06093000,0.06108000,22354771.00000000,2023-06-16 13:29:59.999000,1369494.18623000,2924,8514317.00000000,521769.97714000
2023-06-16 13:30:00,0.06108000,0.06143000,0.06091000,0.06139000,21231644.00000000,2023-06-16 13:59:59.999000,1298419.31592000,3160,10600542.00000000,648325.66134000
2023-06-16 14:00:00,0.06139000,0.06162000,0.06126000,0.06146000,22204918.00000000,2023-06-16 14:29:59.999000,1363332.17371000,2349,12820461.00000000,787083.24841000
2023-06-16 14:30:00,0.06146000,0.06159000,0.06136000,0.06144000,7084904.00000000,2023-06-16 14:59:59.999000,435359.83832000,996,2859447.00000000,175715.58246000
2023-06-16 15:00:00,0.06144000,0.06153000,0.06133000,0.06142000,9428530.00000000,2023-06-16 15:29:59.999000,578948.38605000,1306,4250823.00000000,261034.34409000
2023-06-16 15:30:00,0.06141000,0.06141000,0.06111000,0.06118000,6232784.00000000,2023-06-16 15:59:59.999000,381555.81386000,1366,2624782.00000000,160686.49351000
