Timestamp,Open,High,Low,Close,Volume,Kline_Close_Time,Quote_Asset_Volume,Number_of_Trades,Taker_Buy_Base_Asset_Volume,Taker_Buy_Quote_Asset_Volume
2023-01-10 00:00:00,0.31750000,0.31750000,0.31360000,0.31540000,6083726.90000000,2023-01-10 00:29:59.999000,1918689.97415000,3512,2856036.00000000,900839.85055000
2023-01-10 00:30:00,0.31540000,0.31750000,0.31530000,0.31680000,3358687.00000000,2023-01-10 00:59:59.999000,1063573.46858000,1877,1773538.30000000,561534.64114000
2023-01-10 01:00:00,0.31680000,0.32150000,0.31660000,0.32040000,6061089.40000000,2023-01-10 01:29:59.999000,1933804.27459000,3543,3647502.90000000,1164283.45535000
2023-01-10 01:30:00,0.32050000,0.32190000,0.31810000,0.31880000,7110383.30000000,2023-01-10 01:59:59.999000,2273527.20670000,3702,3427766.20000000,1096110.07824000
2023-01-10 02:00:00,0.31880000,0.31940000,0.31750000,0.31880000,3807481.20000000,2023-01-10 02:29:59.999000,1212990.32205000,2195,2047948.50000000,652368.15692000
2023-01-10 02:30:00,0.31870000,0.31900000,0.31740000,0.31800000,2461501.40000000,2023-01-10 02:59:59.999000,783281.38353000,1748,1179452.00000000,375392.58650000
2023-01-10 03:00:00,0.31800000,0.31930000,0.31540000,0.31580000,4829921.10000000,2023-01-10 03:29:59.999000,1535706.25296000,2718,1989776.10000000,632857.06638000
2023-01-10 03:30:00,0.31580000,0.31640000,0.30630000,0.31130000,15797429.50000000,2023-01-10 03:59:59.999000,4900392.19796000,10231,7095715.60000000,2199676.29113000
2023-01-10 04:00:00,0.31130000,0.31270000,0.31040000,0.31260000,5053520.40000000,2023-01-10 04:29:59.999000,1575739.89595000,3006,2488108.80000000,775806.10187000
2023-01-10 04:30:00,0.31250000,0.31390000,0.31140000,0.31380000,4503632.60000000,2023-01-10 04:59:59.999000,1407193.12786000,2690,2396122.40000000,748826.71273000
2023-01-10 05:00:00,0.31370000,0.31450000,0.31250000,0.31270000,2795307.40000000,2023-01-10 05:29:59.999000,876472.70711000,1916,1302702.20000000,408470.10690000
2023-01-10 05:30:00,0.31270000,0.31550000,0.31230000,0.31550000,3178129.10000000,2023-01-10 05:59:59.999000,997493.81815000,1819,1685710.60000000,529245.17790000
2023-01-10 06:00:00,0.31540000,0.31550000,0.31420000,0.31550000,2192449.80000000,2023-01-10 06:29:59.999000,690780.33977000,1412,1013697.90000000,319384.76231000
2023-01-10 06:30:00,0.31550000,0.31650000,0.31490000,0.31650000,1831953.70000000,2023-01-10 06:59:59.999000,578655.53616000,1151,928817.40000000,293359.97669000
2023-01-10 07:00:00,0.31640000,0.31660000,0.31540000,0.31590000,2841319.70000000,2023-01-10 07:29:59.999000,898049.71780000,1419,1514045.00000000,478625.53746000
2023-01-10 07:30:00,0.31600000,0.31620000,0.31430000,0.31540000,2846235.10000000,2023-01-10 07:59:59.999000,896608.59771000,1539,1492308.00000000,470007.69057000
2023-01-10 08:00:00,0.31550000,0.31590000,0.31440000,0.31460000,1981622.60000000,2023-01-10 08:29:59.999000,624273.13850000,1209,911766.60000000,287237.02959000
2023-01-10 08:30:00,0.31460000,0.31580000,0.31430000,0.31510000,1559833.30000000,2023-01-10 08:59:59.999000,491607.39391000,1080,783779.80000000,247007.13606000
2023-01-10 09:00:00,0.31510000,0.31780000,0.31380000,0.31750000,4943996.20000000,2023-01-10 09:29:59.999000,1563058.94837000,2259,2644554.00000000,836194.15999000
2023-01-10 09:30:00,0.31740000,0.32000000,0.31720000,0.31830000,4679279.40000000,2023-01-10 09:59:59.999000,1489963.20192000,2934,2836037.90000000,903096.61136000
2023-01-10 10:00:00,0.31820000,0.31890000,0.31710000,0.31820000,2131775.50000000,2023-01-10 10:29:59.999000,678137.81213000,1264,1128092.80000000,358825.26972000
2023-01-10 10:30:00,0.31820000,0.31820000,0.31660000,0.31670000,1810364.40000000,2023-01-10 10:59:59.999000,574376.28927000,1291,758237.00000000,240616.89924000
2023-01-10 11:00:00,0.31670000,0.31870000,0.31660000,0.31850000,1147801.10000000,2023-01-10 11:29:59.999000,364527.75125000,1021,537183.20000000,170578.14804000
2023-01-10 11:30:00,0.31850000,0.32070000,0.31820000,0.31930000,3780480.40000000,2023-01-10 11:59:59.999000,1207608.67356000,2362,2067705.70000000,660584.05847000
