Timestamp,Open,High,Low,Close,Volume,Kline_Close_Time,Quote_Asset_Volume,Number_of_Trades,Taker_Buy_Base_Asset_Volume,Taker_Buy_Quote_Asset_Volume
2021-01-15 00:00:00,1200.73000000,1209.33000000,1197.93000000,1205.47000000,11935.47629000,2021-01-15 00:14:59.999000,14371308.78910890,9693,5923.48172000,7132779.32825090
2021-01-15 00:15:00,1205.12000000,1211.79000000,1202.05000000,1202.25000000,10900.38792000,2021-01-15 00:29:59.999000,13169235.73379010,8534,4750.96607000,5739909.69263830
2021-01-15 00:30:00,1202.37000000,1210.00000000,1198.54000000,1208.00000000,6524.72316000,2021-01-15 00:44:59.999000,7864645.79528440,7464,3239.63983000,3905522.83337070
2021-01-15 00:45:00,1207.99000000,1235.84000000,1207.70000000,1231.62000000,20440.40718000,2021-01-15 00:59:59.999000,25016621.35701180,16201,11982.87175000,14670957.11638280
2021-01-15 01:00:00,1231.89000000,1255.00000000,1225.27000000,1247.22000000,40428.17194000,2021-01-15 01:14:59.999000,50274859.85818010,37238,25143.30952000,31274900.26472830
2021-01-15 01:15:00,1247.22000000,1251.50000000,1238.60000000,1243.55000000,20143.92026000,2021-01-15 01:29:59.999000,25081535.00525280,20157,10115.95386000,12594159.55830760
2021-01-15 01:30:00,1243.54000000,1256.98000000,1240.90000000,1240.91000000,20605.10302000,2021-01-15 01:44:59.999000,25747778.47687970,19682,10625.34083000,13280826.96794070
2021-01-15 01:45:00,1240.90000000,1245.00000000,1233.15000000,1237.10000000,17483.53364000,2021-01-15 01:59:59.999000,21655963.73805500,16304,8284.78612000,10262380.01507070
2021-01-15 02:00:00,1237.10000000,1249.62000000,1232.75000000,1248.83000000,12978.40580000,2021-01-15 02:14:59.999000,16106737.53653580,13133,7101.33756000,8814712.42510540
2021-01-15 02:15:00,1248.67000000,1251.41000000,1240.45000000,1250.54000000,13618.30826000,2021-01-15 02:29:59.999000,16976723.14432560,13121,6787.91698000,8462043.59568530
2021-01-15 02:30:00,1250.55000000,1254.42000000,1243.46000000,1245.39000000,9511.15374000,2021-01-15 02:44:59.999000,11888025.60311360,11085,4777.49176000,5971649.86730950
2021-01-15 02:45:00,1245.36000000,1245.36000000,1224.42000000,1230.61000000,19101.46905000,2021-01-15 02:59:59.999000,23563697.67612160,16615,8514.46192000,10502735.61051210
2021-01-15 03:00:00,1230.61000000,1238.94000000,1217.50000000,1237.81000000,19150.68989000,2021-01-15 03:14:59.999000,23527456.74621150,16486,8890.05704000,10922639.01764380
2021-01-15 03:15:00,1237.99000000,1242.00000000,1231.61000000,1239.68000000,11381.50618000,2021-01-15 03:29:59.999000,14077252.28998190,11767,5743.38381000,7104786.30705100
2021-01-15 03:30:00,1239.57000000,1241.73000000,1233.64000000,1236.35000000,10526.13085000,2021-01-15 03:44:59.999000,13027149.47277760,11819,5185.72406000,6417219.68030540
2021-01-15 03:45:00,1236.30000000,1241.83000000,1229.33000000,1239.62000000,9413.89878000,2021-01-15 03:59:59.999000,11626172.02381770,11107,5105.48352000,6306099.66474050
2021-01-15 04:00:00,1239.62000000,1241.90000000,1224.92000000,1225.54000000,11803.62776000,2021-01-15 04:14:59.999000,14533742.04299220,13149,6413.10033000,7896291.73211320
2021-01-15 04:15:00,1225.54000000,1227.42000000,1217.56000000,1220.32000000,12438.02137000,2021-01-15 04:29:59.999000,15208091.83801420,13691,6322.76325000,7732143.64657290
2021-01-15 04:30:00,1220.16000000,1228.57000000,1213.61000000,1215.15000000,12803.14862000,2021-01-15 04:44:59.999000,15652443.38639290,13191,6461.27897000,7902291.28189060
2021-01-15 04:45:00,1215.25000000,1221.14000000,1201.00000000,1219.07000000,20139.70081000,2021-01-15 04:59:59.999000,24384580.28404150,20153,9757.88782000,11815183.91877400
2021-01-15 05:00:00,1219.08000000,1222.58000000,1207.71000000,1215.62000000,17317.01333000,2021-01-15 05:14:59.999000,21056597.10280080,14330,9139.43725000,11111823.22650360
2021-01-15 05:15:00,1215.62000000,1218.61000000,1205.24000000,1212.64000000,13520.29882000,2021-01-15 05:29:59.999000,16363673.54655620,13491,7189.82417000,8700878.90504300
2021-01-15 05:30:00,1212.57000000,1222.44000000,1206.44000000,1216.32000000,15127.44972000,2021-01-15 05:44:59.999000,18391937.73368470,12965,8441.62156000,10264474.01466570
2021-01-15 05:45:00,1216.41000000,1219.88000000,1207.34000000,1207.90000000,8941.27088000,2021-01-15 05:59:59.999000,10855791.29421300,9674,4873.41975000,5916943.79320370
2021-01-15 06:00:00,1207.81000000,1221.22000000,1207.07000000,1220.20000000,10650.01446000,2021-01-15 06:14:59.999000,12932291.59444820,8378,6342.38850000,7702162.89301970
2021-01-15 06:15:00,1220.21000000,1227.98000000,1216.89000000,1224.41000000,12409.15965000,2021-01-15 06:29:59.999000,15184182.00668440,10971,7221.36825000,8837533.00603000
